iter	Passed	Remaining
158	1590	8410
159	1598	8393
160	1607	8375
161	1618	8373
162	1625	8348
163	1638	8351
164	1647	8336
165	1655	8318
166	1662	8292
167	1670	8275
168	1677	8249
169	1685	8228
170	1694	8214
171	1701	8190
172	1708	8168
173	1715	8144
174	1722	8119
175	1730	8099
176	1737	8077
177	1744	8057
178	1751	8031
179	1757	8005
180	1763	7980
181	1769	7954
182	1775	7926
183	1782	7903
184	1789	7883
185	1795	7857
186	1801	7832
187	1808	7809
188	1814	7785
189	1820	7759
190	1825	7731
191	1830	7704
192	1835	7675
193	1839	7644
194	1844	7615
195	1850	7590
196	1856	7567
197	1861	7539
198	1866	7514
199	1871	7486
200	1876	7460
201	1882	7438
202	1888	7413
203	1894	7393
204	1899	7366
205	1904	7339
206	1909	7314
207	1914	7290
208	1919	7264
209	1924	7240
210	1929	7215
211	1935	7193
212	1940	7169
213	1946	7148
214	1952	7130
215	1958	7109
216	1964	7087
217	1970	7069
218	1976	7047
219	1981	7026
220	1988	7010
221	1994	6989
222	1999	6965
223	2004	6945
224	2011	6926
225	2017	6909
226	2027	6903
227	2034	6887
228	2039	6865
229	2044	6843
230	2048	6819
231	2051	6792
232	2056	6769
233	2061	6747
234	2066	6727
235	2071	6706
236	2075	6681
237	2079	6657
238	2083	6635
239	2088	6613
240	2092	6590
241	2098	6572
242	2102	6550
243	2106	6526
244	2110	6502
245	2114	6480
246	2117	6456
247	2121	6433
248	2125	6410
249	2129	6387
250	2132	6364
251	2136	6341
252	2140	6319
253	2143	6296
254	2147	6274
255	2151	6252
256	2155	6231
257	2158	6208
258	2162	6187
259	2166	6166
260	2170	6145
261	2174	6124
262	2177	6103
263	2181	6082
264	2185	6061
265	2189	6041
266	2193	6021
267	2197	6001
268	2201	5981
269	2205	5962
270	2209	5943
271	2213	5923
272	2217	5904
273	2221	5887
274	2226	5870
275	2231	5853
276	2237	5841
277	2244	5828
278	2249	5812
279	2255	5798
280	2261	5786
281	2267	5772
282	2273	5760
283	2280	5750
284	2287	5737
285	2292	5722
286	2299	5711
287	2306	5702
288	2312	5689
289	2318	5676
290	2325	5665
291	2331	5652
292	2336	5638
293	2342	5624
294	2349	5615
295	2356	5603
296	2360	5588
297	2366	5573
298	2371	5560
299	2376	5546
300	2382	5531
301	2387	5518
302	2393	5505
303	2398	5492
304	2404	5479
305	2410	5466
306	2415	5453
307	2422	5442
308	2429	5433
309	2435	5421
310	2441	5408
311	2446	5395
312	2452	5382
313	2458	5370
314	2463	5356
315	2468	5343
316	2474	5330
317	2479	5318
318	2484	5304
319	2490	5292
320	2500	5289
321	2510	5286
322	2518	5278
323	2524	5266
324	2529	5254
325	2535	5242
326	2541	5231
327	2548	5220
328	2554	5210
329	2559	5196
330	2565	5185
331	2570	5171
332	2574	5157
333	2579	5143
334	2583	5129
335	2588	5115
336	2592	5101
337	2597	5086
338	2602	5074
339	2606	5059
340	2610	5045
341	2614	5030
342	2618	5015
343	2622	5001
344	2626	4987
345	2630	4972
346	2634	4957
347	2638	4943
348	2642	4928
349	2645	4913
350	2650	4900
351	2654	4886
352	2658	4873
353	2663	4860
354	2667	4846
355	2671	4832
356	2675	4818
357	2679	4804
358	2682	4790
359	2686	4775
360	2690	4761
361	2693	4747
362	2697	4733
363	2701	4719
364	2704	4705
365	2708	4691
366	2711	4677
367	2715	4664
368	2719	4649
369	2722	4635
370	2726	4622
371	2730	4610
372	2734	4596
373	2737	4582
374	2741	4569
375	2745	4555
376	2748	4541
377	2752	4528
378	2755	4515
379	2759	4501
380	2762	4487
381	2765	4474
382	2769	4461
383	2772	4448
384	2776	4435
385	2780	4422
386	2783	4409
387	2787	4396
388	2790	4383
389	2794	4370
390	2797	4357
391	2801	4345
392	2805	4333
393	2808	4320
394	2812	4307
395	2816	4295
396	2819	4282
397	2823	4270
398	2826	4257
399	2830	4245
400	2834	4233
401	2837	4221
402	2841	4208
403	2844	4196
404	2848	4184
405	2852	4173
406	2856	4161
407	2859	4149
408	2863	4137
409	2867	4126
410	2870	4114
411	2874	4102
412	2878	4090
413	2882	4080
414	2888	4071
415	2892	4060
416	2896	4049
417	2900	4037
418	2903	4026
419	2907	4014
420	2910	4003
421	2914	3992
422	2918	3980
423	2921	3969
424	2925	3957
425	2928	3946
426	2932	3935
427	2935	3923
428	2939	3912
429	2941	3899
430	2945	3887
431	2948	3876
432	2952	3865
433	2955	3854
434	2958	3843
435	2962	3832
436	2966	3821
437	2969	3810
438	2973	3799
439	2976	3788
440	2979	3776
441	2982	3765
442	2985	3754
443	2989	3743
444	2992	3731
445	2995	3720
446	2998	3709
447	3001	3698
448	3005	3688
449	3008	3676
450	3011	3666
451	3015	3655
452	3019	3646
453	3023	3635
454	3026	3625
455	3029	3614
456	3033	3604
457	3037	3594
458	3041	3585
459	3046	3576
460	3051	3567
461	3056	3558
462	3060	3550
463	3066	3541
464	3070	3532
465	3074	3523
466	3079	3514
467	3084	3505
468	3088	3496
469	3091	3486
470	3096	3477
471	3100	3467
472	3103	3458
473	3107	3448
474	3111	3439
475	3115	3429
476	3119	3420
477	3123	3410
478	3126	3400
479	3129	3390
480	3132	3380
481	3136	3370
482	3139	3360
483	3142	3350
484	3145	3340
485	3148	3330
486	3151	3320
487	3155	3310
488	3158	3300
489	3161	3290
490	3164	3280
491	3167	3270
492	3171	3261
493	3174	3251
494	3177	3241
495	3180	3231
496	3183	3222
497	3186	3212
498	3190	3202
499	3193	3193
500	3196	3183
501	3199	3174
502	3202	3164
503	3206	3155
504	3209	3145
505	3212	3136
506	3215	3126
507	3218	3117
508	3221	3107
509	3224	3098
510	3227	3088
511	3231	3079
512	3234	3070
513	3237	3061
514	3240	3052
515	3244	3043
516	3247	3034
517	3250	3025
518	3254	3016
519	3257	3007
520	3262	2999
521	3269	2993
522	3272	2985
523	3276	2976
524	3279	2967
525	3282	2958
526	3286	2949
527	3289	2940
528	3292	2931
529	3295	2922
530	3298	2913
531	3302	2904
532	3305	2896
533	3308	2887
534	3311	2878
535	3315	2869
536	3318	2861
537	3322	2852
538	3325	2844
539	3330	2837
540	3336	2831
541	3342	2824
542	3347	2817
543	3351	2809
544	3356	2802
545	3363	2797
546	3368	2790
547	3375	2783
548	3381	2777
549	3386	2771
550	3393	2765
551	3403	2762
552	3412	2758
553	3419	2752
554	3429	2749
555	3437	2744
556	3449	2743
557	3456	2738
558	3463	2732
559	3470	2726
560	3480	2723
561	3489	2719
562	3496	2713
563	3502	2707
564	3513	2704
565	3523	2702
566	3533	2698
567	3543	2694
568	3552	2690
569	3559	2685
570	3570	2682
571	3576	2676
572	3583	2670
573	3593	2667
574	3601	2662
575	3610	2657
576	3618	2653
577	3624	2646
578	3630	2639
579	3637	2633
580	3642	2627
581	3648	2620
582	3656	2615
583	3663	2609
584	3669	2602
585	3674	2596
586	3681	2590
587	3687	2583
588	3692	2576
589	3698	2569
590	3703	2563
591	3709	2556
592	3716	2551
593	3722	2544
594	3728	2537
595	3734	2531
596	3740	2524
597	3746	2518
598	3751	2511
599	3756	2504
600	3762	2497
601	3767	2490
602	3773	2484
603	3780	2478
604	3786	2472
605	3792	2465
606	3797	2458
607	3802	2451
608	3807	2444
609	3812	2437
610	3817	2430
611	3822	2423
612	3827	2416
613	3832	2409
614	3836	2402
615	3841	2394
616	3845	2387
617	3849	2379
618	3853	2371
619	3857	2364
620	3861	2356
621	3865	2349
622	3870	2341
623	3873	2334
624	3877	2326
625	3881	2319
626	3885	2311
627	3889	2303
628	3893	2296
629	3897	2288
630	3901	2281
631	3906	2274
632	3910	2267
633	3914	2259
634	3917	2251
635	3921	2244
636	3924	2236
637	3928	2228
638	3931	2221
639	3935	2213
640	3938	2205
641	3942	2198
642	3945	2190
643	3949	2183
644	3952	2175
645	3956	2167
646	3959	2160
647	3963	2152
648	3966	2145
649	3970	2137
650	3973	2130
651	3977	2122
652	3980	2115
653	3984	2107
654	3988	2100
655	3992	2093
656	3995	2086
657	3999	2078
658	4002	2071
659	4006	2064
660	4010	2056
661	4013	2049
662	4017	2042
663	4021	2034
664	4025	2027
665	4029	2020
666	4032	2013
667	4037	2006
668	4042	2000
669	4046	1993
670	4050	1985
671	4053	1978
672	4057	1971
673	4060	1964
674	4064	1956
675	4067	1949
676	4071	1942
677	4075	1935
678	4078	1928
679	4082	1920
680	4085	1913
681	4089	1906
682	4092	1899
683	4096	1892
684	4100	1885
685	4103	1878
686	4107	1871
687	4111	1864
688	4115	1857
689	4119	1850
690	4123	1844
691	4128	1837
692	4132	1830
693	4136	1823
694	4141	1817
695	4146	1810
696	4149	1804
697	4154	1797
698	4158	1790
699	4162	1783
700	4167	1777
701	4171	1770
702	4175	1763
703	4180	1757
704	4183	1750
705	4187	1743
706	4192	1737
707	4196	1730
708	4200	1724
709	4204	1717
710	4208	1710
711	4213	1704
712	4217	1697
713	4222	1691
714	4226	1684
715	4230	1678
716	4234	1671
717	4238	1664
718	4241	1657
719	4245	1651
720	4248	1644
721	4252	1637
722	4256	1630
723	4260	1624
724	4263	1617
725	4267	1610
726	4271	1603
727	4274	1597
728	4278	1590
729	4282	1583
730	4286	1577
731	4290	1570
732	4294	1564
733	4298	1557
734	4302	1551
735	4305	1544
736	4310	1538
737	4313	1531
738	4317	1524
739	4321	1518
740	4324	1511
741	4328	1505
742	4332	1498
743	4336	1491
744	4339	1485
745	4343	1478
746	4347	1472
747	4351	1466
748	4355	1459
749	4362	1454
750	4366	1447
751	4370	1441
752	4376	1435
753	4381	1429
754	4388	1424
755	4392	1417
756	4396	1411
757	4399	1404
758	4404	1398
759	4409	1392
760	4416	1387
761	4421	1380
762	4424	1374
763	4430	1368
764	4436	1362
765	4441	1356
766	4448	1351
767	4452	1345
768	4458	1339
769	4462	1333
770	4466	1326
771	4470	1320
772	4475	1314
773	4481	1308
774	4485	1302
775	4491	1296
776	4496	1290
777	4499	1284
778	4504	1277
779	4508	1271
780	4512	1265
781	4517	1259
782	4522	1253
783	4526	1247
784	4531	1241
785	4535	1234
786	4539	1228
787	4544	1222
788	4549	1216
789	4553	1210
790	4557	1204
791	4562	1198
792	4566	1192
793	4571	1186
794	4576	1180
795	4580	1173
796	4586	1168
797	4592	1162
798	4597	1156
799	4602	1150
800	4606	1144
801	4610	1138
802	4616	1132
803	4620	1126
804	4625	1120
805	4629	1114
806	4634	1108
807	4638	1102
808	4643	1096
809	4646	1089
810	4651	1083
811	4656	1078
812	4660	1072
813	4664	1065
814	4669	1059
815	4673	1053
816	4678	1047
817	4682	1041
818	4686	1035
819	4690	1029
820	4694	1023
821	4698	1017
822	4706	1012
823	4713	1006
824	4719	1001
825	4725	995
826	4729	989
827	4733	983
828	4738	977
829	4742	971
830	4747	965
831	4752	959
832	4757	953
833	4761	947
834	4768	942
835	4775	936
836	4782	931
837	4787	925
838	4793	919
839	4797	913
840	4801	907
841	4806	901
842	4813	896
843	4821	891
844	4830	885
845	4834	880
846	4839	874
847	4843	868
848	4847	862
849	4852	856
850	4856	850
851	4863	844
852	4869	839
853	4874	833
854	4879	827
855	4882	821
856	4887	815
857	4891	809
858	4894	803
859	4899	797
860	4902	791
861	4907	785
862	4911	779
863	4915	773
864	4919	767
865	4922	761
866	4926	755
867	4929	749
868	4933	743
869	4936	737
870	4940	731
871	4944	725
872	4947	719
873	4951	713
874	4955	707
875	4960	702
876	4964	696
877	4968	690
878	4972	684
879	4975	678
880	4979	672
881	4982	666
882	4986	660
883	4989	654
884	4993	648
885	4997	642
886	5000	637
887	5004	631
888	5007	625
889	5011	619
890	5014	613
891	5018	607
892	5021	601
893	5025	595
894	5028	589
895	5033	584
896	5036	578
897	5040	572
898	5043	566
899	5048	560
900	5051	555
901	5061	549
902	5065	544
903	5068	538
904	5072	532
905	5076	526
906	5080	520
907	5083	515
908	5087	509
909	5090	503
910	5095	497
911	5098	491
912	5102	486
913	5106	480
914	5109	474
915	5113	468
916	5116	463
917	5120	457
918	5123	451
919	5127	445
920	5131	440
921	5135	434
922	5139	428
923	5142	422
924	5146	417
925	5149	411
926	5154	405
927	5157	400
928	5162	394
929	5166	388
930	5169	383
931	5174	377
932	5177	371
933	5182	366
934	5186	360
935	5190	354
936	5195	349
937	5198	343
938	5202	337
939	5207	332
940	5212	326
941	5217	321
942	5222	315
943	5225	310
944	5230	304
945	5235	298
946	5238	293
947	5243	287
948	5247	282
949	5251	276
950	5256	270
951	5260	265
952	5264	259
953	5268	254
954	5272	248
955	5276	242
956	5280	237
957	5284	231
958	5288	226
959	5292	220
960	5297	214
961	5301	209
962	5305	203
963	5309	198
964	5314	192
965	5318	187
966	5323	181
967	5327	176
968	5331	170
969	5336	165
970	5341	159
971	5347	154
972	5351	148
973	5356	142
974	5360	137
975	5364	131
976	5369	126
977	5373	120
978	5378	115
979	5382	109
980	5386	104
981	5392	98
982	5397	93
983	5402	87
984	5407	82
985	5411	76
986	5417	71
987	5423	65
988	5428	60
989	5433	54
990	5438	49
991	5443	43
992	5448	38
993	5452	32
994	5458	27
995	5463	21
996	5468	16
997	5473	10
998	5479	5
999	5483	0
